2.05, 3.4, 3.8, 40.6, 26.4, 33.0, 0
2.9, 3.2, 2.6, 31.6, 23.1, 45.3, 0
1.2, 6.25, 15.0, 73.7, 18.4, 7.9, 0
2.5, 3.1, 3.1, 45.1, 30.7, 24.3, 0
4.2, 3.1, 2.05, 21.6, 27.7, 50.7, 2
2.3, 3.1, 3.4, 40.5, 28.3, 31.2, 0
1.85, 3.4, 4.75, 53.4, 26.0, 20.6, 0
2.7, 3.0, 2.88, 40.2, 26.6, 33.2, 2
4.75, 3.9, 1.8, 23.5, 23.4, 53.0, 2
1.85, 3.5, 4.5, 58.6, 22.3, 19.1, 0
1.55, 4.0, 6.5, 61.4, 22.5, 16.1, 1
2.4, 3.3, 3.0, 34.4, 27.3, 38.3, 0
1.05, 15.0, 34.0, 80.2, 14.8, 5.0, 0
2.2, 3.3, 3.4, 47.8, 27.4, 24.7, 0
1.95, 3.5, 4.0, 55.1, 24.4, 20.5, 0
1.62, 3.75, 6.0, 61.3, 25.5, 13.2, 1
1.65, 3.6, 6.0, 57.7, 24.2, 18.1, 0
2.63, 3.1, 2.88, 27.5, 31.4, 41.1, 2
2.9, 3.1, 2.5, 30.8, 27.3, 41.9, 2
3.4, 3.25, 2.25, 23.2, 26.1, 50.7, 1
4.75, 3.4, 1.85, 16.4, 24.6, 59.1, 1
2.15, 3.3, 3.6, 38.5, 28.9, 32.6, 1
3.75, 3.2, 2.15, 32.9, 27.6, 39.5, 1
2.6, 3.0, 2.88, 30.2, 31.1, 38.7, 0
1.95, 3.5, 4.0, 51.0, 27.0, 22.0, 1
2.0, 3.3, 4.0, 46.8, 26.2, 27.0, 0
1.2, 6.5, 15.0, 75.8, 17.5, 6.7, 0
1.44, 4.33, 7.5, 70.2, 19.2, 10.6, 0
1.44, 4.5, 8.0, 59.7, 23.2, 17.1, 0
1.57, 3.7, 7.0, 64.8, 20.3, 14.9, 0
2.4, 3.0, 3.3, 51.8, 26.7, 21.6, 2
1.95, 3.5, 4.0, 51.5, 22.9, 25.6, 2
1.75, 3.75, 4.75, 63.1, 20.4, 16.5, 0
2.75, 3.25, 2.63, 28.8, 28.7, 42.4, 1
10.0, 5.75, 1.29, 11.1, 20.1, 68.9, 2
1.33, 5.0, 10.0, 71.8, 18.3, 9.9, 1
3.8, 3.1, 2.15, 29.2, 26.5, 44.2, 1
